full_path,Object_Name,Type,Summary,Arguments_List,Num_Arguments
neuralforecast.models.fedformer.FEDformer,FEDformer,class,FEDformer,"MovingAvg_window, activation, alias, batch_size, conv_hidden_size, dataloader_kwargs, decoder_input_size_multiplier, decoder_layers, drop_last_loader, dropout, early_stop_patience_steps, encoder_layers, futr_exog_list, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, mode_select, modes, n_head, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, version, windows_batch_size",41
neuralforecast.models.fedformer.FourierBlock,FourierBlock,class,Fourier block,"in_channels, mode_select_method, modes, out_channels, seq_len",5
neuralforecast.models.fedformer.FourierCrossAttention,FourierCrossAttention,class,Fourier Cross Attention layer,"activation, in_channels, mode_select_method, modes, out_channels, policy, seq_len_kv, seq_len_q",8
neuralforecast.models.fedformer.LayerNorm,LayerNorm,class,Special designed layernorm for the seasonal part,channels,1
neuralforecast.models.fedformer.get_frequency_modes,get_frequency_modes,function,Get modes on frequency domain:,"mode_select_method, modes, seq_len",3
neuralforecast.models.gru.GRU,GRU,class,GRU,"alias, batch_size, context_size, dataloader_kwargs, decoder_hidden_size, decoder_layers, drop_last_loader, early_stop_patience_steps, encoder_activation, encoder_bias, encoder_dropout, encoder_hidden_size, encoder_n_layers, exclude_insample_y, futr_exog_list, h, h_train, hist_exog_list, inference_input_size, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, num_lr_decays, optimizer, optimizer_kwargs, random_seed, recurrent, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",41
neuralforecast.models.hint.HINT,HINT,class,HINT,"S, alias, h, model, reconciliation",5
neuralforecast.models.hint.get_bottomup_P,get_bottomup_P,function,BottomUp Reconciliation Matrix.,S,1
neuralforecast.models.hint.get_identity_P,get_identity_P,function,,S,1
neuralforecast.models.hint.get_mintrace_ols_P,get_mintrace_ols_P,function,MinTraceOLS Reconciliation Matrix.,S,1
neuralforecast.models.hint.get_mintrace_wls_P,get_mintrace_wls_P,function,MinTraceOLS Reconciliation Matrix.,S,1
neuralforecast.models.informer.ConvLayer,ConvLayer,class,ConvLayer,c_in,1
neuralforecast.models.informer.Informer,Informer,class,Informer,"activation, alias, batch_size, conv_hidden_size, dataloader_kwargs, decoder_input_size_multiplier, decoder_layers, distil, drop_last_loader, dropout, early_stop_patience_steps, encoder_layers, exclude_insample_y, factor, futr_exog_list, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_head, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",40
neuralforecast.models.informer.ProbAttention,ProbAttention,class,ProbAttention,"attention_dropout, factor, mask_flag, output_attention, scale",5
neuralforecast.models.informer.ProbMask,ProbMask,class,ProbMask,"B, H, L, device, index, scores",6
neuralforecast.models.itransformer.iTransformer,iTransformer,class,iTransformer,"alias, batch_size, d_ff, d_layers, dataloader_kwargs, drop_last_loader, dropout, e_layers, early_stop_patience_steps, exclude_insample_y, factor, futr_exog_list, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_heads, n_series, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, use_norm, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",39
neuralforecast.models.kan.KAN,KAN,class,KAN,"alias, batch_size, dataloader_kwargs, drop_last_loader, early_stop_patience_steps, enable_standalone_scale_spline, exclude_insample_y, futr_exog_list, grid_eps, grid_range, grid_size, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, max_steps, n_hidden_layers, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scale_base, scale_noise, scale_spline, scaler_type, spline_order, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",38
neuralforecast.models.kan.KANLinear,KANLinear,class,KANLinear,"base_activation, enable_standalone_scale_spline, grid_eps, grid_range, grid_size, in_features, out_features, scale_base, scale_noise, scale_spline, spline_order",11
neuralforecast.models.lstm.LSTM,LSTM,class,LSTM,"alias, batch_size, context_size, dataloader_kwargs, decoder_hidden_size, decoder_layers, drop_last_loader, early_stop_patience_steps, encoder_bias, encoder_dropout, encoder_hidden_size, encoder_n_layers, exclude_insample_y, futr_exog_list, h, h_train, hist_exog_list, inference_input_size, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, num_lr_decays, optimizer, optimizer_kwargs, random_seed, recurrent, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",40
neuralforecast.models.mlp.MLP,MLP,class,MLP,"alias, batch_size, dataloader_kwargs, drop_last_loader, early_stop_patience_steps, exclude_insample_y, futr_exog_list, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, num_layers, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",32
neuralforecast.models.mlpmultivariate.MLPMultivariate,MLPMultivariate,class,MLPMultivariate,"alias, batch_size, dataloader_kwargs, drop_last_loader, early_stop_patience_steps, exclude_insample_y, futr_exog_list, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_series, num_layers, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",33
neuralforecast.models.nbeats.IdentityBasis,IdentityBasis,class,Base class for all neural network modules.,"backcast_size, forecast_size, out_features",3
neuralforecast.models.nbeats.NBEATS,NBEATS,class,NBEATS,"activation, alias, basis, batch_size, dataloader_kwargs, drop_last_loader, dropout_prob_theta, early_stop_patience_steps, h, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, mlp_units, n_basis, n_blocks, n_harmonics, n_polynomials, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, shared_weights, stack_types, start_padding_enabled, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",36
neuralforecast.models.nbeats.NBEATSBlock,NBEATSBlock,class,N-BEATS block which takes a basis function as an argument.,"activation, basis, dropout_prob, input_size, mlp_units, n_theta",6
neuralforecast.models.nbeats.SeasonalityBasis,SeasonalityBasis,class,Base class for all neural network modules.,"backcast_size, forecast_size, harmonics, out_features",4
neuralforecast.models.nbeats.TrendBasis,TrendBasis,class,Base class for all neural network modules.,"backcast_size, basis, forecast_size, n_basis, out_features",5
neuralforecast.models.nbeats.generate_changepoint_basis,generate_changepoint_basis,function,Generates changepoint basis functions with automatically spaced changepoints.,"length, n_basis",2
neuralforecast.models.nbeats.generate_chebyshev_basis,generate_chebyshev_basis,function,Generates Chebyshev polynomial basis functions.,"length, n_basis",2
neuralforecast.models.nbeats.generate_legendre_basis,generate_legendre_basis,function,Generates Legendre polynomial basis functions.,"length, n_basis",2
neuralforecast.models.nbeats.generate_linear_hat_basis,generate_linear_hat_basis,function,,"length, n_basis",2
neuralforecast.models.nbeats.generate_piecewise_linear_basis,generate_piecewise_linear_basis,function,Generates piecewise linear basis functions (linear splines).,"length, n_basis",2
neuralforecast.models.nbeats.generate_polynomial_basis,generate_polynomial_basis,function,Generates standard polynomial basis functions.,"length, n_basis",2
neuralforecast.models.nbeats.generate_spline_basis,generate_spline_basis,function,Generates cubic spline basis functions.,"length, n_basis",2
neuralforecast.models.nbeats.get_basis,get_basis,function,,"basis, length, n_basis",3
neuralforecast.models.nbeatsx.ExogenousBasis,ExogenousBasis,class,Base class for all neural network modules.,forecast_size,1
neuralforecast.models.nbeatsx.IdentityBasis,IdentityBasis,class,Base class for all neural network modules.,"backcast_size, forecast_size, out_features",3
neuralforecast.models.nbeatsx.NBEATSBlock,NBEATSBlock,class,N-BEATS block which takes a basis function as an argument.,"activation, basis, dropout_prob, futr_input_size, h, hist_input_size, input_size, mlp_units, n_theta, stat_input_size",10
neuralforecast.models.nbeatsx.NBEATSx,NBEATSx,class,NBEATSx,"activation, alias, batch_size, dataloader_kwargs, drop_last_loader, dropout_prob_theta, early_stop_patience_steps, exclude_insample_y, futr_exog_list, h, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, mlp_units, n_blocks, n_harmonics, n_polynomials, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, shared_weights, stack_types, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",38
neuralforecast.models.nbeatsx.SeasonalityBasis,SeasonalityBasis,class,Base class for all neural network modules.,"backcast_size, forecast_size, harmonics, out_features",4
neuralforecast.models.nbeatsx.TrendBasis,TrendBasis,class,Base class for all neural network modules.,"backcast_size, degree_of_polynomial, forecast_size, out_features",4
neuralforecast.models.nhits.NHITS,NHITS,class,NHITS,"activation, alias, batch_size, dataloader_kwargs, drop_last_loader, dropout_prob_theta, early_stop_patience_steps, exclude_insample_y, futr_exog_list, h, hist_exog_list, inference_windows_batch_size, input_size, interpolation_mode, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, mlp_units, n_blocks, n_freq_downsample, n_pool_kernel_size, num_lr_decays, optimizer, optimizer_kwargs, pooling_mode, random_seed, scaler_type, stack_types, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",39
neuralforecast.models.nhits.NHITSBlock,NHITSBlock,class,NHITS block which takes a basis function as an argument.,"activation, basis, dropout_prob, futr_input_size, h, hist_input_size, input_size, mlp_units, n_pool_kernel_size, n_theta, pooling_mode, stat_input_size",12
neuralforecast.models.nlinear.NLinear,NLinear,class,NLinear,"alias, batch_size, dataloader_kwargs, drop_last_loader, early_stop_patience_steps, exclude_insample_y, futr_exog_list, h, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",30
neuralforecast.models.patchtst.Coord1dPosEncoding,Coord1dPosEncoding,function,,"exponential, normalize, q_len",3
neuralforecast.models.patchtst.Coord2dPosEncoding,Coord2dPosEncoding,function,,"eps, exponential, hidden_size, normalize, q_len",5
neuralforecast.models.patchtst.Flatten_Head,Flatten_Head,class,Flatten_Head,"c_out, h, head_dropout, individual, n_vars, nf",6
neuralforecast.models.patchtst.PatchTST,PatchTST,class,PatchTST,"activation, alias, attn_dropout, batch_normalization, batch_size, dataloader_kwargs, drop_last_loader, dropout, early_stop_patience_steps, encoder_layers, exclude_insample_y, fc_dropout, futr_exog_list, h, head_dropout, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learn_pos_embed, learning_rate, linear_hidden_size, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_heads, num_lr_decays, optimizer, optimizer_kwargs, patch_len, random_seed, res_attention, revin, revin_affine, revin_subtract_last, scaler_type, start_padding_enabled, stat_exog_list, step_size, stride, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",47
neuralforecast.models.patchtst.PatchTST_backbone,PatchTST_backbone,class,PatchTST_backbone,"act, affine, attn_dropout, attn_mask, c_in, c_out, d_k, d_v, dropout, fc_dropout, h, head_dropout, head_type, hidden_size, individual, input_size, key_padding_mask, learn_pe, linear_hidden_size, max_seq_len, n_heads, n_layers, norm, padding_patch, padding_var, patch_len, pe, pre_norm, pretrain_head, res_attention, revin, store_attn, stride, subtract_last",34
neuralforecast.models.patchtst.PositionalEncoding,PositionalEncoding,function,,"hidden_size, normalize, q_len",3
neuralforecast.models.patchtst.SinCosPosEncoding,SinCosPosEncoding,function,,"hidden_size, normalize, q_len",3
neuralforecast.models.patchtst.TSTEncoder,TSTEncoder,class,TSTEncoder,"activation, attn_dropout, d_k, d_v, dropout, hidden_size, linear_hidden_size, n_heads, n_layers, norm, pre_norm, q_len, res_attention, store_attn",14
neuralforecast.models.patchtst.TSTEncoderLayer,TSTEncoderLayer,class,TSTEncoderLayer,"activation, attn_dropout, bias, d_k, d_v, dropout, hidden_size, linear_hidden_size, n_heads, norm, pre_norm, q_len, res_attention, store_attn",14
neuralforecast.models.patchtst.TSTiEncoder,TSTiEncoder,class,TSTiEncoder,"act, attn_dropout, attn_mask, c_in, d_k, d_v, dropout, hidden_size, key_padding_mask, learn_pe, linear_hidden_size, max_seq_len, n_heads, n_layers, norm, padding_var, patch_len, patch_num, pe, pre_norm, res_attention, store_attn",22
neuralforecast.models.patchtst.Transpose,Transpose,class,Transpose,"contiguous, dims",2
neuralforecast.models.patchtst.get_activation_fn,get_activation_fn,function,,activation,1
neuralforecast.models.patchtst.positional_encoding,positional_encoding,function,,"hidden_size, learn_pe, pe, q_len",4
neuralforecast.models.rmok.JacobiKANLayer,JacobiKANLayer,class,https://github.com/SpaceLearner/JacobiKAN/blob/main/JacobiKANLayer.py,"a, b, degree, input_dim, output_dim",5
neuralforecast.models.rmok.RMoK,RMoK,class,Reversible Mixture of KAN,"alias, batch_size, dataloader_kwargs, drop_last_loader, dropout, early_stop_patience_steps, futr_exog_list, h, hist_exog_list, inference_windows_batch_size, input_size, jacobi_degree, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_series, num_lr_decays, optimizer, optimizer_kwargs, random_seed, revin_affine, scaler_type, start_padding_enabled, stat_exog_list, step_size, taylor_order, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, wavelet_function, windows_batch_size",35
neuralforecast.models.rmok.TaylorKANLayer,TaylorKANLayer,class,https://github.com/Muyuzhierchengse/TaylorKAN/,"addbias, input_dim, order, out_dim",4
neuralforecast.models.rmok.WaveKANLayer,WaveKANLayer,class,This is a sample code for the simulations of the paper:,"device, in_features, out_features, wavelet_type, with_bn",5
neuralforecast.models.rnn.RNN,RNN,class,RNN,"alias, batch_size, context_size, dataloader_kwargs, decoder_hidden_size, decoder_layers, drop_last_loader, early_stop_patience_steps, encoder_activation, encoder_bias, encoder_dropout, encoder_hidden_size, encoder_n_layers, exclude_insample_y, futr_exog_list, h, h_train, hist_exog_list, inference_input_size, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, num_lr_decays, optimizer, optimizer_kwargs, random_seed, recurrent, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",41
neuralforecast.models.softs.DataEmbedding_inverted,DataEmbedding_inverted,class,Data Embedding,"c_in, d_model, dropout",3
neuralforecast.models.softs.SOFTS,SOFTS,class,SOFTS,"alias, batch_size, d_core, d_ff, dataloader_kwargs, drop_last_loader, dropout, e_layers, early_stop_patience_steps, exclude_insample_y, futr_exog_list, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_series, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, use_norm, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",37
neuralforecast.models.softs.STAD,STAD,class,STar Aggregate Dispatch Module,"d_core, d_series",2
neuralforecast.models.stemgnn.GLU,GLU,class,GLU,"input_channel, output_channel",2
neuralforecast.models.stemgnn.StemGNN,StemGNN,class,StemGNN,"alias, batch_size, dataloader_kwargs, drop_last_loader, dropout_rate, early_stop_patience_steps, exclude_insample_y, futr_exog_list, h, hist_exog_list, inference_windows_batch_size, input_size, leaky_rate, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, multi_layer, n_series, n_stacks, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",35
neuralforecast.models.stemgnn.StockBlockLayer,StockBlockLayer,class,StockBlockLayer,"multi_layer, stack_cnt, time_step, unit",4
neuralforecast.models.tcn.TCN,TCN,class,TCN,"alias, batch_size, context_size, dataloader_kwargs, decoder_hidden_size, decoder_layers, dilations, drop_last_loader, early_stop_patience_steps, encoder_activation, encoder_hidden_size, futr_exog_list, h, hist_exog_list, inference_input_size, inference_windows_batch_size, input_size, kernel_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",37
neuralforecast.models.tft.GLU,GLU,class,Base class for all neural network modules.,"hidden_size, output_size",2
neuralforecast.models.tft.GRN,GRN,class,Base class for all neural network modules.,"activation, context_hidden_size, dropout, hidden_size, input_size, output_size",6
neuralforecast.models.tft.InterpretableMultiHeadAttention,InterpretableMultiHeadAttention,class,Base class for all neural network modules.,"attn_dropout, dropout, example_length, hidden_size, n_head",5
neuralforecast.models.tft.MaybeLayerNorm,MaybeLayerNorm,class,Base class for all neural network modules.,"eps, hidden_size, output_size",3
neuralforecast.models.tft.StaticCovariateEncoder,StaticCovariateEncoder,class,Base class for all neural network modules.,"dropout, grn_activation, hidden_size, n_rnn_layers, num_static_vars, one_rnn_initial_state, rnn_type",7
neuralforecast.models.tft.TFT,TFT,class,TFT,"alias, attn_dropout, batch_size, dataloader_kwargs, drop_last_loader, dropout, early_stop_patience_steps, futr_exog_list, grn_activation, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_head, n_rnn_layers, num_lr_decays, one_rnn_initial_state, optimizer, optimizer_kwargs, random_seed, rnn_type, scaler_type, start_padding_enabled, stat_exog_list, step_size, tgt_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",38
neuralforecast.models.tft.TFTEmbedding,TFTEmbedding,class,Base class for all neural network modules.,"futr_input_size, hidden_size, hist_input_size, stat_input_size, tgt_size",5
neuralforecast.models.tft.TemporalCovariateEncoder,TemporalCovariateEncoder,class,Base class for all neural network modules.,"dropout, grn_activation, hidden_size, n_rnn_layers, num_future_vars, num_historic_vars, rnn_type",7
neuralforecast.models.tft.TemporalFusionDecoder,TemporalFusionDecoder,class,Base class for all neural network modules.,"attn_dropout, dropout, encoder_length, example_length, grn_activation, hidden_size, n_head",7
neuralforecast.models.tft.VariableSelectionNetwork,VariableSelectionNetwork,class,Base class for all neural network modules.,"dropout, grn_activation, hidden_size, num_inputs",4
neuralforecast.models.tft.get_activation_fn,get_activation_fn,function,,activation_str,1
neuralforecast.models.tide.MLPResidual,MLPResidual,class,MLPResidual,"dropout, hidden_size, input_dim, layernorm, output_dim",5
neuralforecast.models.tide.TiDE,TiDE,class,TiDE,"alias, batch_size, dataloader_kwargs, decoder_output_dim, drop_last_loader, dropout, early_stop_patience_steps, exclude_insample_y, futr_exog_list, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, layernorm, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, num_decoder_layers, num_encoder_layers, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, temporal_decoder_dim, temporal_width, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",38
neuralforecast.models.timellm.FlattenHead,FlattenHead,class,FlattenHead,"head_dropout, n_vars, nf, target_window",4
neuralforecast.models.timellm.PatchEmbedding,PatchEmbedding,class,PatchEmbedding,"d_model, dropout, patch_len, stride",4
neuralforecast.models.timellm.ReplicationPad1d,ReplicationPad1d,class,ReplicationPad1d,padding,1
neuralforecast.models.timellm.ReprogrammingLayer,ReprogrammingLayer,class,ReprogrammingLayer,"attention_dropout, d_keys, d_llm, d_model, n_heads",5
neuralforecast.models.timellm.TimeLLM,TimeLLM,class,TimeLLM,"alias, batch_size, d_ff, d_llm, d_model, dataloader_kwargs, dec_in, drop_last_loader, dropout, early_stop_patience_steps, enc_in, futr_exog_list, h, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, llm, llm_config, llm_num_hidden_layers, llm_output_attention, llm_output_hidden_states, llm_tokenizer, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_heads, num_lr_decays, optimizer, optimizer_kwargs, patch_len, prompt_prefix, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, stride, top_k, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",46
neuralforecast.models.timellm.TokenEmbedding,TokenEmbedding,class,TokenEmbedding,"c_in, d_model",2
neuralforecast.models.timemixer.DFT_series_decomp,DFT_series_decomp,class,Series decomposition block,top_k,1
neuralforecast.models.timemixer.DataEmbedding_wo_pos,DataEmbedding_wo_pos,class,DataEmbedding_wo_pos,"c_in, d_model, dropout, embed_type, freq",5
neuralforecast.models.timemixer.MultiScaleSeasonMixing,MultiScaleSeasonMixing,class,Bottom-up mixing season pattern,"down_sampling_layers, down_sampling_window, seq_len",3
neuralforecast.models.timemixer.MultiScaleTrendMixing,MultiScaleTrendMixing,class,Top-down mixing trend pattern,"down_sampling_layers, down_sampling_window, seq_len",3
neuralforecast.models.timemixer.PastDecomposableMixing,PastDecomposableMixing,class,PastDecomposableMixing,"channel_independence, d_ff, d_model, decomp_method, down_sampling_layers, down_sampling_window, dropout, moving_avg, pred_len, seq_len, top_k",11
neuralforecast.models.timemixer.TimeMixer,TimeMixer,class,TimeMixer,"alias, batch_size, channel_independence, d_ff, d_model, dataloader_kwargs, decoder_input_size_multiplier, decomp_method, down_sampling_layers, down_sampling_method, down_sampling_window, drop_last_loader, dropout, e_layers, early_stop_patience_steps, futr_exog_list, h, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, moving_avg, n_series, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, top_k, trainer_kwargs, training_data_availability_threshold, use_norm, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",43
neuralforecast.models.timesnet.FFT_for_Period,FFT_for_Period,function,,"k, x",2
neuralforecast.models.timesnet.Inception_Block_V1,Inception_Block_V1,class,Inception_Block_V1,"in_channels, init_weight, num_kernels, out_channels",4
neuralforecast.models.timesnet.TimesBlock,TimesBlock,class,TimesBlock,"conv_hidden_size, h, hidden_size, input_size, k, num_kernels",6
neuralforecast.models.timesnet.TimesNet,TimesNet,class,TimesNet,"alias, batch_size, conv_hidden_size, dataloader_kwargs, drop_last_loader, dropout, early_stop_patience_steps, encoder_layers, exclude_insample_y, futr_exog_list, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, num_kernels, num_lr_decays, optimizer, optimizer_kwargs, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, top_k, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",36
neuralforecast.models.timexer.EnEmbedding,EnEmbedding,class,Base class for all neural network modules.,"d_model, dropout, n_vars, patch_len",4
neuralforecast.models.timexer.Encoder,Encoder,class,Base class for all neural network modules.,"layers, norm_layer, projection",3
neuralforecast.models.timexer.EncoderLayer,EncoderLayer,class,Base class for all neural network modules.,"activation, cross_attention, d_ff, d_model, dropout, self_attention",6
neuralforecast.models.timexer.FlattenHead,FlattenHead,class,Base class for all neural network modules.,"head_dropout, n_vars, nf, target_window",4
neuralforecast.models.timexer.TimeXer,TimeXer,class,TimeXer,"alias, batch_size, d_ff, dataloader_kwargs, drop_last_loader, dropout, e_layers, early_stop_patience_steps, exclude_insample_y, factor, futr_exog_list, h, hidden_size, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_heads, n_series, num_lr_decays, optimizer, optimizer_kwargs, patch_len, random_seed, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, use_norm, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",39
neuralforecast.models.tsmixer.FeatureMixing,FeatureMixing,class,FeatureMixing,"dropout, ff_dim, input_size, n_series",4
neuralforecast.models.tsmixer.MixingLayer,MixingLayer,class,MixingLayer,"dropout, ff_dim, input_size, n_series",4
neuralforecast.models.tsmixer.TSMixer,TSMixer,class,TSMixer,"alias, batch_size, dataloader_kwargs, drop_last_loader, dropout, early_stop_patience_steps, exclude_insample_y, ff_dim, futr_exog_list, h, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_block, n_series, num_lr_decays, optimizer, optimizer_kwargs, random_seed, revin, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",35
neuralforecast.models.tsmixer.TemporalMixing,TemporalMixing,class,TemporalMixing,"dropout, input_size, n_series",3
neuralforecast.models.tsmixerx.FeatureMixing,FeatureMixing,class,FeatureMixing,"dropout, ff_dim, h, in_features, out_features",5
neuralforecast.models.tsmixerx.MixingLayer,MixingLayer,class,MixingLayer,"dropout, ff_dim, h, in_features, out_features",5
neuralforecast.models.tsmixerx.MixingLayerWithStaticExogenous,MixingLayerWithStaticExogenous,class,MixingLayerWithStaticExogenous,"dropout, ff_dim, h, stat_input_size",4
neuralforecast.models.tsmixerx.ReversibleInstanceNorm1d,ReversibleInstanceNorm1d,class,Base class for all neural network modules.,"eps, n_series",2
neuralforecast.models.tsmixerx.TSMixerx,TSMixerx,class,TSMixerx,"alias, batch_size, dataloader_kwargs, drop_last_loader, dropout, early_stop_patience_steps, exclude_insample_y, ff_dim, futr_exog_list, h, hist_exog_list, inference_windows_batch_size, input_size, learning_rate, loss, lr_scheduler, lr_scheduler_kwargs, max_steps, n_block, n_series, num_lr_decays, optimizer, optimizer_kwargs, random_seed, revin, scaler_type, start_padding_enabled, stat_exog_list, step_size, trainer_kwargs, training_data_availability_threshold, val_check_steps, valid_batch_size, valid_loss, windows_batch_size",35
neuralforecast.models.tsmixerx.TemporalMixing,TemporalMixing,class,TemporalMixing,"dropout, h, num_features",3
